Timestamp,Total Consumption (kW),Active Devices
2024-04-20 13:30:00,5.8,"Refrigerator, Washing Machine, Lighting, TV, Microwave, Computer, Oven"
2024-04-20 13:40:00,3.5,"Computer, Washing Machine, Microwave"
2024-04-20 13:50:00,3.9,"Refrigerator, Washing Machine, Oven, Computer"
2024-04-20 14:00:00,5.7,"Washing Machine, Oven, Lighting, TV, Microwave, Computer"
2024-04-20 14:10:00,1.2,Microwave
2024-04-20 14:20:00,5.8,"Computer, Washing Machine, Lighting, TV, Microwave, Refrigerator, Oven"
2024-04-20 14:30:00,0.3,"Refrigerator, TV"
2024-04-20 14:40:00,1.8,"Oven, Computer"
2024-04-20 14:50:00,2.0,Washing Machine
2024-04-20 15:00:00,3.5,"Lighting, Oven, Microwave, Computer"
2024-04-20 15:10:00,0.1,Refrigerator
2024-04-20 15:20:00,5.8,"Washing Machine, Computer, TV, Refrigerator, Oven, Lighting, Microwave"
2024-04-20 15:30:00,0.8,"Lighting, Computer"
2024-04-20 15:40:00,3.5,"Washing Machine, Oven"
2024-04-20 15:50:00,3.9,"Refrigerator, Washing Machine, Oven, Computer"
2024-04-20 16:00:00,2.1,"Lighting, Refrigerator, Oven"
2024-04-20 16:10:00,4.9,"TV, Oven, Microwave, Washing Machine"
2024-04-20 16:20:00,5.8,"TV, Computer, Microwave, Refrigerator, Washing Machine, Lighting, Oven"
2024-04-20 16:30:00,1.8,"Oven, Computer"
2024-04-20 16:40:00,0.5,"TV, Computer"
2024-04-20 16:50:00,0.5,Lighting
2024-04-20 17:00:00,5.6,"Refrigerator, Washing Machine, Oven, Computer, Microwave, Lighting"
2024-04-20 17:10:00,4.6,"Oven, Washing Machine, Refrigerator, TV, Lighting, Computer"
2024-04-20 17:20:00,1.6,"Refrigerator, Computer, Microwave"
2024-04-20 17:30:00,4.0,"Washing Machine, Computer, Oven, TV"
2024-04-20 17:40:00,5.8,"Computer, Oven, Microwave, TV, Lighting, Washing Machine, Refrigerator"
2024-04-20 17:50:00,1.4,"Microwave, TV"
2024-04-20 18:00:00,3.1,"Refrigerator, Computer, Microwave, Oven"
2024-04-20 18:10:00,1.2,Microwave
2024-04-20 18:20:00,2.0,Washing Machine
2024-04-20 18:30:00,2.3,"Computer, Washing Machine"
2024-04-20 18:40:00,2.3,"Microwave, Computer, TV, Refrigerator, Lighting"
2024-04-20 18:50:00,2.3,"Microwave, Computer, Lighting, TV, Refrigerator"
2024-04-20 19:00:00,5.5,"Microwave, Oven, Washing Machine, Lighting, Computer"
2024-04-20 19:10:00,3.4,"Microwave, Washing Machine, TV"
2024-04-20 19:20:00,5.3,"Oven, Microwave, Refrigerator, Computer, TV, Washing Machine"
2024-04-20 19:30:00,1.6,"Refrigerator, Oven"
2024-04-20 19:40:00,4.3,"Refrigerator, Washing Machine, TV, Computer, Microwave, Lighting"
2024-04-20 19:50:00,5.8,"Lighting, Oven, Washing Machine, TV, Computer, Microwave, Refrigerator"
2024-04-20 20:00:00,4.6,"Oven, Refrigerator, TV, Washing Machine, Lighting, Computer"
2024-04-20 20:10:00,5.7,"Lighting, Microwave, Oven, Washing Machine, TV, Computer"
2024-04-20 20:20:00,5.1,"Computer, Microwave, Washing Machine, Refrigerator, Oven"
2024-04-20 20:30:00,3.3,"Computer, TV, Oven, Microwave, Refrigerator"
2024-04-20 20:40:00,2.6,"Refrigerator, Washing Machine, Lighting"
2024-04-20 20:50:00,5.8,"Lighting, Computer, Washing Machine, Refrigerator, Microwave, Oven, TV"
2024-04-20 21:00:00,0.1,Refrigerator
2024-04-20 21:10:00,0.1,Refrigerator
2024-04-20 21:20:00,2.5,"Washing Machine, Lighting"
2024-04-20 21:30:00,3.5,"Oven, Microwave, Refrigerator, Lighting, TV"
2024-04-20 21:40:00,3.5,"TV, Refrigerator, Microwave, Oven, Lighting"
2024-04-20 21:50:00,4.0,"Microwave, Lighting, Washing Machine, TV, Refrigerator"
2024-04-20 22:00:00,2.6,"Oven, Computer, TV, Refrigerator, Lighting"
2024-04-20 22:10:00,0.5,Lighting
2024-04-20 22:20:00,0.6,"Lighting, Refrigerator"
2024-04-20 22:30:00,2.0,Washing Machine
2024-04-20 22:40:00,0.6,"Refrigerator, TV, Computer"
2024-04-20 22:50:00,5.3,"Oven, Refrigerator, Washing Machine, Computer, Microwave, TV"
2024-04-20 23:00:00,5.2,"Oven, Microwave, Computer, Washing Machine, TV"
2024-04-20 23:10:00,5.7,"TV, Washing Machine, Microwave, Oven, Lighting, Computer"
2024-04-20 23:20:00,1.5,Oven
2024-04-20 23:30:00,2.5,"Washing Machine, Computer, TV"
2024-04-20 23:40:00,5.6,"Washing Machine, Microwave, Refrigerator, Lighting, Computer, Oven"
2024-04-20 23:50:00,3.0,"Microwave, Computer, Oven"
2024-04-21 00:00:00,5.5,"Microwave, Washing Machine, Lighting, Computer, Oven"
2024-04-21 00:10:00,5.5,"Oven, Microwave, Lighting, Washing Machine, Computer"
2024-04-21 00:20:00,4.6,"Computer, Oven, Washing Machine, Refrigerator, TV, Lighting"
2024-04-21 00:30:00,3.8,"Refrigerator, TV, Oven, Lighting, Microwave, Computer"
2024-04-21 00:40:00,4.6,"Lighting, Oven, Washing Machine, Computer, TV, Refrigerator"
2024-04-21 00:50:00,1.9,"Microwave, TV, Lighting"
2024-04-21 01:00:00,5.3,"Computer, Washing Machine, TV, Oven, Microwave, Refrigerator"
2024-04-21 01:10:00,0.7,"TV, Lighting"
2024-04-21 01:20:00,5.8,"Oven, Microwave, Lighting, Computer, TV, Washing Machine, Refrigerator"
2024-04-21 01:30:00,2.1,"Refrigerator, Washing Machine"
2024-04-21 01:40:00,2.0,"Computer, Lighting, Microwave"
2024-04-21 01:50:00,5.8,"Oven, Microwave, Refrigerator, Computer, Washing Machine, Lighting, TV"
2024-04-21 02:00:00,5.7,"Washing Machine, Lighting, Oven, TV, Computer, Microwave"
2024-04-21 02:10:00,3.8,"Oven, Washing Machine, TV, Refrigerator"
2024-04-21 02:20:00,0.4,"Refrigerator, Computer"
2024-04-21 02:30:00,1.3,"Microwave, Refrigerator"
2024-04-21 02:40:00,5.4,"Oven, Lighting, Washing Machine, TV, Microwave"
2024-04-21 02:50:00,5.8,"Lighting, Washing Machine, Oven, Refrigerator, Microwave, Computer, TV"
2024-04-21 03:00:00,2.5,"Washing Machine, Lighting"
2024-04-21 03:10:00,1.3,"Refrigerator, Microwave"
2024-04-21 03:20:00,1.5,Oven
2024-04-21 03:30:00,5.8,"Lighting, Microwave, TV, Oven, Computer, Washing Machine, Refrigerator"
2024-04-21 03:40:00,3.2,"Washing Machine, Microwave"
2024-04-21 03:50:00,3.8,"Computer, Lighting, Refrigerator, Microwave, TV, Oven"
2024-04-21 04:00:00,5.8,"Computer, Microwave, TV, Refrigerator, Lighting, Washing Machine, Oven"
2024-04-21 04:10:00,4.7,"Microwave, Oven, Washing Machine"
2024-04-21 04:20:00,3.8,"Washing Machine, Oven, Computer"
2024-04-21 04:30:00,0.4,"Refrigerator, Computer"
2024-04-21 04:40:00,2.1,"Refrigerator, TV, Oven, Computer"
2024-04-21 04:50:00,2.0,"Lighting, Microwave, TV, Refrigerator"
2024-04-21 05:00:00,5.6,"Refrigerator, Washing Machine, Microwave, Computer, Oven, Lighting"
2024-04-21 05:10:00,2.0,Washing Machine
2024-04-21 05:20:00,2.0,Washing Machine
2024-04-21 05:30:00,2.2,"Lighting, Microwave, Computer, TV"
2024-04-21 05:40:00,5.8,"Oven, Refrigerator, Computer, Lighting, Washing Machine, TV, Microwave"
2024-04-21 05:50:00,2.3,"TV, Oven, Lighting, Refrigerator"
2024-04-21 06:00:00,3.2,"Microwave, Washing Machine"
2024-04-21 06:10:00,3.5,"Oven, Washing Machine"
2024-04-21 06:20:00,5.5,"Lighting, TV, Refrigerator, Oven, Washing Machine, Microwave"
2024-04-21 06:30:00,3.7,"Washing Machine, Computer, Microwave, TV"
2024-04-21 06:40:00,0.2,TV
2024-04-21 06:50:00,0.7,"TV, Lighting"
2024-04-21 07:00:00,4.1,"Oven, Lighting, Refrigerator, Washing Machine"
2024-04-21 07:10:00,1.3,"Refrigerator, Microwave"
2024-04-21 07:20:00,5.8,"Microwave, Refrigerator, Oven, Lighting, Computer, TV, Washing Machine"
2024-04-21 07:30:00,0.9,"Computer, Lighting, Refrigerator"
2024-04-21 07:40:00,0.2,TV
2024-04-21 07:50:00,2.5,"TV, Washing Machine, Computer"
2024-04-21 08:00:00,3.8,"Computer, TV, Lighting, Microwave, Refrigerator, Oven"
2024-04-21 08:10:00,5.8,"Washing Machine, Lighting, Oven, Refrigerator, TV, Computer, Microwave"
2024-04-21 08:20:00,4.6,"Refrigerator, Oven, Washing Machine, Lighting, Computer, TV"
2024-04-21 08:30:00,0.8,"Lighting, Computer"
2024-04-21 08:40:00,0.1,Refrigerator
2024-04-21 08:50:00,5.8,"Computer, Microwave, Washing Machine, TV, Refrigerator, Oven, Lighting"
2024-04-21 09:00:00,1.4,"TV, Microwave"
2024-04-21 09:10:00,5.0,"Microwave, Computer, Oven, Washing Machine"
2024-04-21 09:20:00,5.8,"Oven, Lighting, Refrigerator, Microwave, Washing Machine, TV, Computer"
2024-04-21 09:30:00,0.7,"Lighting, TV"
2024-04-21 09:40:00,3.3,"Refrigerator, Washing Machine, Microwave"
2024-04-21 09:50:00,4.3,"Washing Machine, TV, Microwave, Computer, Lighting, Refrigerator"
2024-04-21 10:00:00,0.2,TV
2024-04-21 10:10:00,0.6,"Lighting, Refrigerator"
2024-04-21 10:20:00,4.3,"Lighting, Oven, Washing Machine, Computer"
2024-04-21 10:30:00,5.8,"Washing Machine, Lighting, Oven, Refrigerator, Microwave, TV, Computer"
2024-04-21 10:40:00,5.1,"Oven, Washing Machine, Microwave, Computer, Refrigerator"
2024-04-21 10:50:00,2.9,"Refrigerator, Computer, Washing Machine, Lighting"
2024-04-21 11:00:00,3.5,"TV, Microwave, Refrigerator, Oven, Lighting"
2024-04-21 11:10:00,2.1,"Refrigerator, Oven, Lighting"
2024-04-21 11:20:00,0.5,Lighting
2024-04-21 11:30:00,2.3,"Oven, TV, Refrigerator, Lighting"
2024-04-21 11:40:00,2.3,"Oven, Refrigerator, TV, Lighting"
2024-04-21 11:50:00,3.8,"Oven, Washing Machine, Computer"
2024-04-21 12:00:00,5.7,"Oven, TV, Washing Machine, Computer, Microwave, Lighting"
2024-04-21 12:10:00,3.7,"Washing Machine, Oven, TV"
2024-04-21 12:20:00,5.8,"Microwave, Refrigerator, Washing Machine, Computer, Oven, Lighting, TV"
2024-04-21 12:30:00,1.3,"Microwave, Refrigerator"
2024-04-21 12:40:00,2.0,"Oven, Lighting"
2024-04-21 12:50:00,0.5,Lighting
2024-04-21 13:00:00,2.5,"Washing Machine, Computer, TV"
2024-04-21 13:10:00,0.3,"TV, Refrigerator"
2024-04-21 13:20:00,3.9,"TV, Lighting, Microwave, Washing Machine"
2024-04-21 13:30:00,1.6,"Refrigerator, Oven"
2024-04-21 13:40:00,5.8,"Washing Machine, TV, Lighting, Oven, Microwave, Refrigerator, Computer"
2024-04-21 13:50:00,2.0,Washing Machine
2024-04-21 14:00:00,5.8,"Microwave, TV, Computer, Refrigerator, Oven, Washing Machine, Lighting"
2024-04-21 14:10:00,5.8,"Microwave, Refrigerator, Oven, Computer, TV, Washing Machine, Lighting"
2024-04-21 14:20:00,2.3,"Lighting, Computer, TV, Microwave, Refrigerator"
2024-04-21 14:30:00,4.9,"TV, Oven, Washing Machine, Microwave"
2024-04-21 14:40:00,4.5,"TV, Computer, Washing Machine, Oven, Lighting"
2024-04-21 14:50:00,0.5,Lighting
2024-04-21 15:00:00,2.8,"Refrigerator, Microwave, Oven"
2024-04-21 15:10:00,2.1,"Oven, Refrigerator, Lighting"
2024-04-21 15:20:00,0.4,"Refrigerator, Computer"
2024-04-21 15:30:00,5.7,"Washing Machine, Computer, Oven, TV, Microwave, Lighting"
2024-04-21 15:40:00,4.2,"Lighting, Computer, Microwave, Washing Machine, TV"
2024-04-21 15:50:00,3.5,"Oven, Computer, Microwave, Lighting"
2024-04-21 16:00:00,0.5,Lighting
2024-04-21 16:10:00,4.8,"Refrigerator, Microwave, Washing Machine, Oven"
2024-04-21 16:20:00,5.6,"Microwave, Lighting, Refrigerator, Washing Machine, Oven, Computer"
2024-04-21 16:30:00,0.3,"Refrigerator, TV"
2024-04-21 16:40:00,1.7,"Lighting, Microwave"
2024-04-21 16:50:00,0.5,"TV, Computer"
2024-04-21 17:00:00,5.5,"Microwave, Lighting, Computer, Oven, Washing Machine"
2024-04-21 17:10:00,1.8,"Computer, Oven"
2024-04-21 17:20:00,5.8,"Washing Machine, Microwave, TV, Computer, Lighting, Refrigerator, Oven"
2024-04-21 17:30:00,2.4,"Washing Machine, Refrigerator, Computer"
2024-04-21 17:40:00,0.7,"TV, Lighting"
2024-04-21 17:50:00,4.0,"Washing Machine, Lighting, Oven"
2024-04-21 18:00:00,2.1,"Refrigerator, Washing Machine"
2024-04-21 18:10:00,3.1,"Oven, Computer, Microwave, Refrigerator"
2024-04-21 18:20:00,1.9,"Lighting, Microwave, TV"
2024-04-21 18:30:00,5.5,"Microwave, TV, Washing Machine, Lighting, Oven, Refrigerator"
2024-04-21 18:40:00,3.3,"TV, Refrigerator, Microwave, Oven, Computer"
2024-04-21 18:50:00,0.8,"Computer, Lighting"
2024-04-21 19:00:00,5.8,"Refrigerator, Lighting, Computer, Microwave, Washing Machine, Oven, TV"
2024-04-21 19:10:00,3.8,"Refrigerator, Lighting, Washing Machine, Microwave"
2024-04-21 19:20:00,5.8,"Lighting, Washing Machine, Refrigerator, Computer, Oven, TV, Microwave"
2024-04-21 19:30:00,1.5,"Microwave, Refrigerator, TV"
2024-04-21 19:40:00,2.2,"Microwave, TV, Computer, Lighting"
2024-04-21 19:50:00,2.6,"Lighting, Washing Machine, Refrigerator"
2024-04-21 20:00:00,2.6,"Refrigerator, Washing Machine, Lighting"
2024-04-21 20:10:00,5.8,"Washing Machine, Oven, Lighting, Refrigerator, TV, Microwave, Computer"
2024-04-21 20:20:00,4.3,"Washing Machine, Refrigerator, Lighting, Microwave, Computer, TV"
2024-04-21 20:30:00,2.9,"TV, Oven, Microwave"
2024-04-21 20:40:00,5.1,"Washing Machine, Oven, Refrigerator, Computer, Microwave"
2024-04-21 20:50:00,5.2,"TV, Computer, Oven, Microwave, Washing Machine"
2024-04-21 21:00:00,1.1,"Refrigerator, Computer, Lighting, TV"
2024-04-21 21:10:00,5.8,"TV, Computer, Microwave, Refrigerator, Lighting, Oven, Washing Machine"
2024-04-21 21:20:00,2.5,"Computer, TV, Lighting, Oven"
2024-04-21 21:30:00,1.1,"TV, Computer, Refrigerator, Lighting"
2024-04-21 21:40:00,4.1,"Washing Machine, Lighting, Oven, Refrigerator"
2024-04-21 21:50:00,5.8,"TV, Refrigerator, Oven, Microwave, Lighting, Computer, Washing Machine"
2024-04-21 22:00:00,5.5,"Lighting, Refrigerator, Microwave, TV, Oven, Washing Machine"
2024-04-21 22:10:00,4.0,"Lighting, Microwave, Washing Machine, Refrigerator, TV"
2024-04-21 22:20:00,5.8,"Lighting, Washing Machine, TV, Computer, Refrigerator, Oven, Microwave"
2024-04-21 22:30:00,2.8,"Lighting, Washing Machine, TV, Refrigerator"
2024-04-21 22:40:00,0.2,TV
2024-04-21 22:50:00,2.3,"Washing Machine, Refrigerator, TV"
2024-04-21 23:00:00,0.8,"Computer, Lighting"
2024-04-21 23:10:00,3.9,"Refrigerator, Oven, Computer, Washing Machine"
2024-04-21 23:20:00,5.3,"TV, Oven, Computer, Washing Machine, Microwave, Refrigerator"
2024-04-21 23:30:00,3.5,"Lighting, Microwave, Refrigerator, Oven, TV"
2024-04-21 23:40:00,3.8,"TV, Computer, Washing Machine, Microwave, Refrigerator"
2024-04-21 23:50:00,4.4,"Oven, Computer, Washing Machine, Lighting, Refrigerator"
2024-04-22 00:00:00,5.7,"TV, Washing Machine, Lighting, Oven, Microwave, Computer"
2024-04-22 00:10:00,5.3,"Washing Machine, Refrigerator, Microwave, Lighting, Oven"
2024-04-22 00:20:00,2.6,"Oven, Refrigerator, TV, Computer, Lighting"
2024-04-22 00:30:00,3.5,"Refrigerator, Lighting, TV, Microwave, Oven"
2024-04-22 00:40:00,5.8,"TV, Washing Machine, Microwave, Oven, Lighting, Computer, Refrigerator"
2024-04-22 00:50:00,0.6,"TV, Computer, Refrigerator"
2024-04-22 01:00:00,1.3,"Microwave, Refrigerator"
2024-04-22 01:10:00,5.5,"Refrigerator, Microwave, Lighting, Washing Machine, Oven, TV"
2024-04-22 01:20:00,5.8,"Refrigerator, Lighting, Microwave, Oven, Computer, Washing Machine, TV"
2024-04-22 01:30:00,4.1,"Microwave, Washing Machine, Computer, Lighting, Refrigerator"
2024-04-22 01:40:00,4.0,"Oven, Washing Machine, Lighting"
2024-04-22 01:50:00,3.2,"Oven, Lighting, Microwave"
2024-04-22 02:00:00,4.1,"Oven, Refrigerator, Computer, TV, Washing Machine"
2024-04-22 02:10:00,2.0,Washing Machine
2024-04-22 02:20:00,5.5,"Microwave, Oven, Washing Machine, TV, Refrigerator, Lighting"
2024-04-22 02:30:00,0.5,Lighting
2024-04-22 02:40:00,5.1,"Computer, Oven, Refrigerator, Microwave, Washing Machine"
2024-04-22 02:50:00,0.8,"TV, Refrigerator, Lighting"
2024-04-22 03:00:00,2.9,"Computer, Washing Machine, Lighting, Refrigerator"
2024-04-22 03:10:00,0.3,Computer
2024-04-22 03:20:00,5.8,"Microwave, TV, Oven, Lighting, Washing Machine, Computer, Refrigerator"
2024-04-22 03:30:00,3.5,"Computer, Oven, Lighting, Microwave"
2024-04-22 03:40:00,3.7,"Microwave, Lighting, Washing Machine"
2024-04-22 03:50:00,1.2,Microwave
2024-04-22 04:00:00,3.5,"Microwave, Washing Machine, TV, Refrigerator"
2024-04-22 04:10:00,1.7,"TV, Oven"
2024-04-22 04:20:00,5.5,"Refrigerator, TV, Oven, Lighting, Washing Machine, Microwave"
2024-04-22 04:30:00,0.2,TV
2024-04-22 04:40:00,3.0,"Microwave, Oven, Computer"
2024-04-22 04:50:00,4.6,"Computer, TV, Lighting, Refrigerator, Washing Machine, Oven"
2024-04-22 05:00:00,3.7,"Lighting, Microwave, Washing Machine"
2024-04-22 05:10:00,3.7,"Washing Machine, Lighting, Microwave"
2024-04-22 05:20:00,5.1,"Refrigerator, Computer, Microwave, Washing Machine, Oven"
2024-04-22 05:30:00,3.2,"Washing Machine, Microwave"
2024-04-22 05:40:00,2.1,"TV, Computer, Oven, Refrigerator"
2024-04-22 05:50:00,1.3,"Refrigerator, Microwave"
2024-04-22 06:00:00,0.6,"Lighting, Refrigerator"
2024-04-22 06:10:00,3.8,"Washing Machine, Microwave, Lighting, Refrigerator"
2024-04-22 06:20:00,5.8,"Lighting, Microwave, Washing Machine, Refrigerator, TV, Computer, Oven"
2024-04-22 06:30:00,5.6,"Refrigerator, Computer, Washing Machine, Oven, Lighting, Microwave"
2024-04-22 06:40:00,2.1,"Computer, Refrigerator, TV, Oven"
2024-04-22 06:50:00,2.3,"Computer, Washing Machine"
2024-04-22 07:00:00,5.7,"TV, Oven, Computer, Microwave, Washing Machine, Lighting"
2024-04-22 07:10:00,1.5,Oven
2024-04-22 07:20:00,5.2,"Washing Machine, Microwave, Oven, Lighting"
2024-04-22 07:30:00,4.6,"Oven, Computer, Lighting, Refrigerator, Washing Machine, TV"
2024-04-22 07:40:00,5.3,"Computer, Refrigerator, TV, Washing Machine, Oven, Microwave"
2024-04-22 07:50:00,0.7,"TV, Lighting"
2024-04-22 08:00:00,4.6,"Oven, Lighting, Washing Machine, Refrigerator, TV, Computer"
2024-04-22 08:10:00,2.1,"Microwave, Computer, Lighting, Refrigerator"
2024-04-22 08:20:00,3.8,"Washing Machine, Oven, TV, Refrigerator"
2024-04-22 08:30:00,4.3,"TV, Washing Machine, Computer, Refrigerator, Microwave, Lighting"
2024-04-22 08:40:00,3.5,"Microwave, Refrigerator, TV, Oven, Lighting"
2024-04-22 08:50:00,2.0,"TV, Refrigerator, Microwave, Lighting"
2024-04-22 09:00:00,4.9,"Microwave, TV, Washing Machine, Oven"
2024-04-22 09:10:00,2.2,"Washing Machine, TV"
2024-04-22 09:20:00,0.2,TV
2024-04-22 09:30:00,3.4,"TV, Microwave, Oven, Lighting"
2024-04-22 09:40:00,1.9,"Oven, Refrigerator, Computer"
2024-04-22 09:50:00,2.6,"Refrigerator, TV, Computer, Oven, Lighting"
2024-04-22 10:00:00,5.8,"Microwave, Washing Machine, Oven, Lighting, Computer, Refrigerator, TV"
2024-04-22 10:10:00,5.8,"Refrigerator, Oven, Lighting, Washing Machine, TV, Microwave, Computer"
2024-04-22 10:20:00,0.3,Computer
2024-04-22 10:30:00,3.7,"Computer, TV, Microwave, Washing Machine"
2024-04-22 10:40:00,5.7,"Washing Machine, Microwave, TV, Oven, Lighting, Computer"
2024-04-22 10:50:00,0.6,"Refrigerator, Lighting"
2024-04-22 11:00:00,5.8,"Washing Machine, Refrigerator, TV, Microwave, Computer, Oven, Lighting"
2024-04-22 11:10:00,0.2,TV
2024-04-22 11:20:00,2.3,"Refrigerator, Microwave, TV, Computer, Lighting"
2024-04-22 11:30:00,0.5,"Computer, TV"
2024-04-22 11:40:00,2.7,"Oven, Microwave"
2024-04-22 11:50:00,5.6,"Computer, Microwave, Washing Machine, Oven, Refrigerator, Lighting"
2024-04-22 12:00:00,2.9,"TV, Oven, Microwave"
2024-04-22 12:10:00,2.2,"Washing Machine, TV"
2024-04-22 12:20:00,5.8,"Microwave, Oven, Lighting, TV, Washing Machine, Refrigerator, Computer"
2024-04-22 12:30:00,0.2,TV
2024-04-22 12:40:00,5.5,"Washing Machine, Refrigerator, Lighting, Microwave, Oven, TV"
2024-04-22 12:50:00,2.0,"Microwave, TV, Refrigerator, Lighting"
2024-04-22 13:00:00,1.5,"TV, Microwave, Refrigerator"
2024-04-22 13:10:00,2.7,"Washing Machine, TV, Lighting"
2024-04-22 13:20:00,2.0,Washing Machine
2024-04-22 13:30:00,0.3,Computer
2024-04-22 13:40:00,5.8,"Refrigerator, Microwave, Washing Machine, TV, Computer, Oven, Lighting"
2024-04-22 13:50:00,0.2,TV
2024-04-22 14:00:00,5.8,"Lighting, Oven, Refrigerator, Washing Machine, Microwave, TV, Computer"
2024-04-22 14:10:00,4.0,"Washing Machine, Microwave, Lighting, Computer"
2024-04-22 14:20:00,4.3,"Lighting, Microwave, Refrigerator, TV, Washing Machine, Computer"
2024-04-22 14:30:00,0.9,"Computer, Refrigerator, Lighting"
2024-04-22 14:40:00,1.3,"Microwave, Refrigerator"
2024-04-22 14:50:00,1.2,Microwave
2024-04-22 15:00:00,5.4,"Oven, TV, Washing Machine, Microwave, Lighting"
2024-04-22 15:10:00,0.6,"Lighting, Refrigerator"
2024-04-22 15:20:00,4.1,"Microwave, Refrigerator, Washing Machine, Lighting, Computer"
2024-04-22 15:30:00,2.0,"Lighting, Microwave, Computer"
2024-04-22 15:40:00,3.1,"TV, Computer, Refrigerator, Lighting, Washing Machine"
2024-04-22 15:50:00,5.8,"Lighting, Washing Machine, TV, Refrigerator, Microwave, Computer, Oven"
2024-04-22 16:00:00,2.3,"Oven, TV, Lighting, Refrigerator"
2024-04-22 16:10:00,0.5,"Computer, TV"
2024-04-22 16:20:00,5.8,"TV, Lighting, Oven, Washing Machine, Computer, Microwave, Refrigerator"
2024-04-22 16:30:00,0.2,TV
2024-04-22 16:40:00,2.7,"Washing Machine, Lighting, TV"
2024-04-22 16:50:00,5.8,"TV, Refrigerator, Washing Machine, Lighting, Computer, Oven, Microwave"
2024-04-22 17:00:00,0.2,TV
2024-04-22 17:10:00,5.8,"Oven, Lighting, Microwave, TV, Washing Machine, Refrigerator, Computer"
2024-04-22 17:20:00,1.5,"TV, Refrigerator, Microwave"
2024-04-22 17:30:00,5.5,"TV, Refrigerator, Lighting, Washing Machine, Microwave, Oven"
2024-04-22 17:40:00,3.8,"Lighting, Computer, Refrigerator, TV, Microwave, Oven"
2024-04-22 17:50:00,4.0,"Washing Machine, Oven, Lighting"
2024-04-22 18:00:00,2.1,"Refrigerator, Washing Machine"
2024-04-22 18:10:00,4.3,"Lighting, Computer, Oven, Washing Machine"
2024-04-22 18:20:00,4.1,"Oven, Computer, Washing Machine, TV, Refrigerator"
2024-04-22 18:30:00,3.5,"Oven, Washing Machine"
2024-04-22 18:40:00,2.4,"Computer, Refrigerator, Lighting, Oven"
2024-04-22 18:50:00,0.3,"TV, Refrigerator"
2024-04-22 19:00:00,3.7,"Washing Machine, TV, Computer, Microwave"
2024-04-22 19:10:00,1.6,"Refrigerator, Oven"
2024-04-22 19:20:00,3.3,"Lighting, Refrigerator, Oven, Microwave"
2024-04-22 19:30:00,3.1,"Microwave, Refrigerator, Computer, Oven"
2024-04-22 19:40:00,3.9,"Lighting, TV, Washing Machine, Microwave"
2024-04-22 19:50:00,3.5,"Microwave, Refrigerator, Washing Machine, TV"
2024-04-22 20:00:00,1.0,"TV, Lighting, Computer"
2024-04-22 20:10:00,5.8,"Washing Machine, Lighting, Computer, Oven, Refrigerator, Microwave, TV"
2024-04-22 20:20:00,4.3,"Lighting, Computer, Microwave, Washing Machine, TV, Refrigerator"
2024-04-22 20:30:00,2.0,Washing Machine
2024-04-22 20:40:00,4.6,"Oven, TV, Washing Machine, Computer, Lighting, Refrigerator"
2024-04-22 20:50:00,5.8,"Computer, TV, Refrigerator, Washing Machine, Lighting, Oven, Microwave"
2024-04-22 21:00:00,3.5,"Oven, Washing Machine"
2024-04-22 21:10:00,2.5,"Lighting, Washing Machine"
2024-04-22 21:20:00,5.7,"TV, Oven, Computer, Lighting, Microwave, Washing Machine"
2024-04-22 21:30:00,0.4,"Computer, Refrigerator"
2024-04-22 21:40:00,0.2,TV
2024-04-22 21:50:00,1.4,"TV, Microwave"
2024-04-22 22:00:00,1.1,"TV, Lighting, Computer, Refrigerator"
2024-04-22 22:10:00,5.5,"Washing Machine, Microwave, TV, Refrigerator, Lighting, Oven"
2024-04-22 22:20:00,3.9,"Refrigerator, Computer, Washing Machine, Oven"
2024-04-22 22:30:00,3.8,"Computer, TV, Lighting, Refrigerator, Microwave, Oven"
2024-04-22 22:40:00,4.3,"Refrigerator, Computer, TV, Microwave, Washing Machine, Lighting"
2024-04-22 22:50:00,2.5,"Washing Machine, Lighting"
2024-04-22 23:00:00,5.8,"TV, Oven, Washing Machine, Microwave, Lighting, Refrigerator, Computer"
2024-04-22 23:10:00,4.0,"Washing Machine, Microwave, TV, Refrigerator, Lighting"
2024-04-22 23:20:00,0.5,Lighting
2024-04-22 23:30:00,5.4,"Microwave, Oven, Washing Machine, TV, Lighting"
2024-04-22 23:40:00,3.8,"TV, Refrigerator, Washing Machine, Microwave, Computer"
2024-04-22 23:50:00,0.5,Lighting
2024-04-23 00:00:00,0.3,"Refrigerator, TV"
2024-04-23 00:10:00,5.6,"Microwave, Refrigerator, Computer, Lighting, Oven, Washing Machine"
2024-04-23 00:20:00,0.3,Computer
2024-04-23 00:30:00,5.5,"Washing Machine, TV, Refrigerator, Microwave, Oven, Lighting"
2024-04-23 00:40:00,1.5,"Microwave, TV, Refrigerator"
2024-04-23 00:50:00,1.5,Oven
2024-04-23 01:00:00,2.8,"Lighting, Computer, Washing Machine"
2024-04-23 01:10:00,3.5,"Lighting, Oven, Computer, Microwave"
2024-04-23 01:20:00,3.1,"Computer, Microwave, Oven, Refrigerator"
2024-04-23 01:30:00,3.8,"Washing Machine, Computer, Oven"
2024-04-23 01:40:00,4.6,"Refrigerator, TV, Oven, Computer, Washing Machine, Lighting"
2024-04-23 01:50:00,0.8,"Refrigerator, Lighting, TV"
2024-04-23 02:00:00,2.7,"Microwave, Oven"
